"TOA5","CR1000XSeries","CR1000X","45775","CR1000X.Std.06.01","CPU:ENSEGID_WS_V2_bis.CR1X","8430","Table1"
"TIMESTAMP","RECORD","BattV_Min","PTemp_C_Avg","WindDir","WS_ms_Avg","WSDiag","SmplsF","Diag1F","Diag2F","Diag4F","Diag8F","Diag9F","Diag10F","NNDF","AirTC_Avg","RH_Max","RH_Min","RH","BV_BP_Avg","BV_Temp_Avg","BV_Qual_Min","Rain_mm_Tot","RCorr_mm_Tot","SR01Up_Avg","SR01Dn_Avg","IR01Up_Avg","IR01Dn_Avg","NR01TC_Avg","NR01TK_Avg","NetRs_Avg","NetRl_Avg","Albedo_Avg","UpTot_Avg","DnTot_Avg","NetTot_Avg","IR01UpCo_Avg","IR01DnCo_Avg","quant_NTR","quant_total_NTR","collecteur_TR","collecteur_NTR","temp_cell","etat_chauff","etat"
"TS","RN","Volts","Deg C","degrees","meters/second","unitless","","","","","","","","","Deg C","%","%","%","hPa","deg C","unitless","mm","","W/m^2","W/m^2","W/m^2","W/m^2","Deg C","K","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","W/m^2","mm","mm","mm","mm","degC","None","None"
"","","Min","Avg","Smp","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Max","Min","Smp","Avg","Avg","Min","Tot","Tot","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-07-14 21:12:00",363,12.91,23.64,308,0.641,0,1,0,0,0,0,0,0,0,23.72,70.66,68.06,68.06,1008.1,22.87,6.61,0,0,0.059,2.68,-21.86,4.872,22.95,296.1,-2.621,-26.73,3.667,-21.8,7.552,-29.35,414,440.7,0,7.13,134.1,134.1,25,255,0
"2023-07-14 21:18:00",364,12.91,23.56,202,0.694,0,1,0,0,0,0,0,0,0,23.91,68.31,67.22,67.23,1007.958,22.84,6.61,0,0,-0.195,2.532,-29.96,3.241,23.17,296.3,-2.727,-33.2,-4.795,-30.15,5.774,-35.93,407.2,440.4,0,7.13,134.1,134.1,25.1,255,0
"2023-07-14 21:24:00",365,12.91,23.53,348,0.877,0,1,0,0,0,0,0,0,0,23.94,67.49,65.98,66.24,1007.9,22.86,6.61,0,0,-1.404,2.084,-49.57,0.201,23.27,296.4,-3.488,-49.77,-1.538,-50.98,2.285,-53.26,388.2,438,0,7.13,134.1,134.1,25,255,0
"2023-07-14 21:30:00",366,12.91,23.51,348,0.742,0,1,0,0,0,0,0,0,0,23.93,67.05,66.15,67.05,1007.933,22.86,6.61,0,0,-1.695,1.844,-39.48,0.708,23.28,296.4,-3.539,-40.19,-1.108,-41.18,2.552,-43.73,398.3,438.5,0,7.13,134.1,134.1,24.9,255,0
"2023-07-14 21:36:00",367,12.9,23.48,346,1.01,0,1,0,0,0,0,0,0,0,23.85,67.36,66.92,67.23,1007.933,22.84,6.61,0,0,-0.859,1.665,-25.81,2.264,23.28,296.4,-2.524,-28.08,-2.022,-26.67,3.929,-30.6,412,440.1,0,7.13,134.1,134.1,24.8,255,0
"2023-07-14 21:42:00",368,12.9,23.46,286,0.772,0,1,0,0,0,0,0,0,0,23.77,68.43,67.61,68.39,1008,22.83,6.6,0,0,-0.807,1.348,-22.57,2.575,23.31,296.5,-2.155,-25.15,-1.676,-23.38,3.923,-27.3,415.4,440.5,0,7.13,134.1,134.1,24.7,255,0
"2023-07-14 21:48:00",369,12.9,23.45,0,0.882,0,1,0,0,0,0,0,0,0,23.68,68.78,68.35,68.78,1008,22.86,6.61,0,0,-1.076,1.176,-28.25,2.198,23.29,296.4,-2.251,-30.45,-1.134,-29.33,3.374,-32.7,409.6,440,0,7.13,134.1,134.1,24.6,255,0
"2023-07-14 21:54:00",370,12.9,23.44,16,0.896,0,1,0,0,0,0,0,0,0,23.58,69.49,68.84,69.43,1008.075,22.88,6.61,0,0,-1.612,1.112,-34.16,1.588,23.23,296.4,-2.724,-35.75,-0.694,-35.77,2.701,-38.47,403.4,439.1,0,7.13,134.1,134.1,24.7,255,0
"2023-07-14 22:00:00",371,12.89,23.42,44,0.918,0,1,0,0,0,0,0,0,0,23.49,70.3,69.49,70.02,1008.225,22.86,6.6,0,0,-1.287,1.127,-25.65,2.832,23.15,296.3,-2.414,-28.48,-0.879,-26.94,3.958,-30.9,411.4,439.9,0,7.13,134.1,134.1,24.5,255,0
"2023-07-14 22:06:00",372,12.89,23.4,243,0.81,0,1,0,0,0,0,0,0,0,23.41,70.56,70.06,70.24,1008.3,22.84,6.61,0,0,-1.866,1.194,-39.77,1.831,23.07,296.2,-3.059,-41.6,-0.654,-41.63,3.025,-44.66,396.8,438.4,0,7.13,134.1,134.1,24.6,255,0
"2023-07-14 22:12:00",373,12.89,23.35,346,0.773,0,1,0,0,0,0,0,0,0,23.3,71.06,70.2,71.06,1008.3,22.78,6.61,0,0,-2.702,1.215,-52.01,0.427,22.91,296.1,-3.918,-52.43,-0.451,-54.71,1.642,-56.35,383.6,436,0,7.13,134.1,134.1,24.4,255,0
"2023-07-14 22:18:00",374,12.88,23.28,344,0.906,0,1,0,0,0,0,0,0,0,23.17,71.61,71.08,71.57,1008.258,22.65,6.61,0,0,-2.647,1.369,-50.33,0.606,22.74,295.9,-4.017,-50.93,-0.518,-52.97,1.975,-54.95,384.3,435.2,0,7.13,134,134.1,24.4,255,0
"2023-07-14 22:24:00",375,12.89,23.18,347,0.478,0,1,0,0,0,0,0,0,0,23.04,72.41,71.89,72.41,1008.2,22.49,6.62,0,0,-2.529,1.508,-48.93,1.053,22.57,295.7,-4.037,-49.99,-0.597,-51.46,2.561,-54.02,384.7,434.7,0,7.13,134,134,24.4,255,0
"2023-07-14 22:30:00",376,12.88,23.06,16,0.689,0,1,0,0,0,0,0,0,0,22.93,72.61,72.2,72.51,1008.1,22.31,6.61,0,0,-2.651,1.661,-56.9,0.536,22.41,295.6,-4.312,-57.44,-0.627,-59.55,2.197,-61.75,375.8,433.2,0,7.13,134,134,23.9,255,0
"2023-07-14 22:36:00",377,12.88,22.93,5,0.439,0,1,0,0,0,0,0,0,0,22.84,73,72.48,73,1008.1,22.13,6.62,0,0,-2.85,1.796,-57.4,0.439,22.25,295.4,-4.646,-57.84,-0.632,-60.25,2.235,-62.48,374.4,432.2,0,7.13,134,134,24.1,255,0
"2023-07-14 22:42:00",378,12.88,22.79,226,0.508,0,1,0,0,0,0,0,0,0,22.75,73.76,72.97,73.76,1008.183,21.93,6.62,0,0,-2.586,1.935,-55.92,0.653,22.12,295.3,-4.521,-56.57,-0.752,-58.5,2.588,-61.09,375.1,431.6,0,7.13,134,134,23.5,255,0
"2023-07-14 22:48:00",379,12.87,22.65,235,0.378,0,1,0,0,0,0,0,0,0,22.61,74.18,73.69,74.18,1008.208,21.74,6.61,0,0,-2.673,1.877,-52.82,1.111,21.96,295.1,-4.55,-53.93,-0.706,-55.5,2.987,-58.48,377.2,431.2,0,7.13,134,134,23.2,255,0
"2023-07-14 22:54:00",380,12.88,22.51,239,0.509,0,1,0,0,0,0,0,0,0,22.52,74.96,74.36,74.96,1008.3,21.55,6.62,0,0,-2.346,2.061,-51.85,1.374,21.82,295,-4.407,-53.22,-0.893,-54.19,3.435,-57.63,377.4,430.6,0,7.13,134,134,23.3,255,0
"2023-07-14 23:00:00",381,12.87,22.37,244,0.648,0,1,0,0,0,0,0,0,0,22.45,75.44,75.04,75.31,1008.3,21.38,6.61,0,0,-1.76,2.164,-39.62,2.646,21.78,294.9,-3.923,-42.27,-1.271,-41.38,4.81,-46.19,389.4,431.6,0,7.13,134,134,23.2,255,0
"2023-07-14 23:06:00",382,12.87,22.24,249,0.661,0,1,0,0,0,0,0,0,0,22.41,75.48,75.17,75.28,1008.325,21.24,6.61,0,0,-1.151,2.11,-32.72,3.825,21.84,295,-3.261,-36.54,-1.844,-33.87,5.935,-39.8,396.6,433.2,0,7.13,134,134,23.1,255,0
"2023-07-14 23:12:00",383,12.87,22.15,253,0.654,0,1,0,0,0,0,0,0,0,22.43,75.66,75.12,75.66,1008.4,21.17,6.61,0,0,-1.169,2.019,-32.87,3.869,21.9,295.1,-3.188,-36.73,-1.746,-34.03,5.888,-39.92,396.9,433.6,0,7.13,134,134,22.4,255,0
"2023-07-14 23:18:00",384,12.87,22.09,261,0.648,0,1,0,0,0,0,0,0,0,22.46,75.73,75.24,75.64,1008.317,21.13,6.6,0,0,-1.45,1.93,-35.2,3.525,21.92,295.1,-3.381,-38.73,-1.339,-36.65,5.455,-42.11,394.6,433.3,0,7.13,134,134,23.3,255,0
"2023-07-14 23:24:00",385,12.87,22.04,221,0.796,0,1,0,0,0,0,0,0,0,22.45,76.21,75.63,76.02,1008.333,21.11,6.6,0,0,-1.678,1.808,-40.84,2.659,21.93,295.1,-3.486,-43.5,-1.094,-42.52,4.467,-46.98,389,432.5,0,7.13,134,134,23.3,255,0
"2023-07-14 23:30:00",386,12.86,21.99,250,0.982,0,1,0,0,0,0,0,0,0,22.38,76.28,75.89,76.28,1008.4,21.08,6.61,0,0,-2.224,1.592,-47.7,1.593,21.9,295.1,-3.816,-49.29,-0.726,-49.92,3.184,-53.1,382,431.3,0,7.13,134,134,23,255,0
"2023-07-14 23:36:00",387,12.86,21.94,248,0.941,0,1,0,0,0,0,0,0,0,22.29,76.52,76.32,76.45,1008.4,21.02,6.61,0,0,-2.314,1.655,-49.23,1.247,21.83,295,-3.969,-50.48,-0.717,-51.55,2.902,-54.45,380.1,430.5,0,7.13,134,134,22.8,255,0
"2023-07-14 23:42:00",388,12.86,21.88,257,0.888,0,1,0,0,0,0,0,0,0,22.25,76.73,76.48,76.73,1008.4,20.93,6.61,0,0,-2.327,1.771,-51.78,0.847,21.76,294.9,-4.098,-52.63,-0.763,-54.11,2.618,-56.73,377.1,429.8,0,7.13,134,134,23.4,255,0
"2023-07-14 23:48:00",389,12.85,21.82,252,1.326,0,1,0,0,0,0,0,0,0,22.2,77.43,76.82,77.43,1008.308,20.83,6.62,0,0,-2.315,1.744,-53.93,0.72,21.71,294.9,-4.058,-54.65,-0.756,-56.24,2.463,-58.7,374.7,429.3,0,7.13,134,134,23.2,255,0
"2023-07-14 23:54:00",390,12.85,21.75,267,1.641,0,1,0,0,0,0,0,0,0,22.18,77.72,77.43,77.64,1008.392,20.74,6.61,0,0,-2.128,1.815,-53.84,0.644,21.72,294.9,-3.943,-54.49,-0.853,-55.97,2.458,-58.43,374.8,429.3,0,7.13,134,134,23.2,255,0
"2023-07-15 00:00:00",391,12.85,21.69,257,1.363,0,1,0,0,0,0,0,0,0,22.15,77.9,77.53,77.9,1008.25,20.67,6.61,0,0,-2.473,1.544,-56.31,0.028,21.7,294.8,-4.017,-56.34,-0.635,-58.78,1.572,-60.35,372.2,428.6,0,7.13,134,134,22.9,255,0
"2023-07-15 00:06:00",392,12.85,21.63,325,1.063,0,1,0,0,0,0,0,0,0,21.99,78.63,78,78.63,1008.075,20.6,6.61,0,0,-2.749,1.388,-55.45,0.035,21.57,294.7,-4.138,-55.49,-0.506,-58.2,1.424,-59.63,372.3,427.8,0,7.13,134,134,22.9,255,0
"2023-07-15 00:12:00",393,12.84,21.56,195,0.787,0,1,0,0,0,0,0,0,0,21.86,79.91,78.67,79.91,1007.975,20.51,6.61,0,0,-2.868,1.422,-55.01,0.221,21.41,294.6,-4.29,-55.23,-0.497,-57.88,1.643,-59.52,371.8,427.1,0,7.13,134,134,23,255,0
"2023-07-15 00:18:00",394,12.84,21.48,225,1.321,0,1,0,0,0,0,0,0,0,21.76,80.7,79.92,80.7,1007.992,20.39,6.61,0,0,-2.53,1.695,-55.51,0.628,21.3,294.5,-4.225,-56.14,-0.676,-58.04,2.323,-60.36,370.7,426.9,0,7.13,134,134,22.8,255,0
"2023-07-15 00:24:00",395,12.83,21.39,241,1.017,0,1,0,0,0,0,0,0,0,21.72,81.4,80.7,81.4,1007.908,20.28,6.61,0,0,-2.542,1.73,-55.63,0.516,21.25,294.4,-4.271,-56.14,-0.681,-58.17,2.246,-60.41,370.3,426.5,0,7.13,134,134,22.6,255,0
"2023-07-15 00:30:00",396,12.84,21.31,229,1.035,0,1,0,0,0,0,0,0,0,21.68,81.8,81.4,81.7,1007.95,20.17,6.61,0,0,-2.542,1.837,-55.44,0.478,21.18,294.3,-4.379,-55.91,-0.729,-57.98,2.315,-60.29,370.1,426,0,7.13,134,134,22.6,255,0
"2023-07-15 00:36:00",397,12.83,21.22,262,0.909,0,1,0,0,0,0,0,0,0,21.68,81.8,81.7,81.7,1008.067,20.06,6.61,0,0,-2.281,2.108,-55.08,0.579,21.16,294.3,-4.389,-55.66,-0.926,-57.36,2.687,-60.04,370.3,426,0,7.13,134,134,22.6,255,0
"2023-07-15 00:42:00",398,12.83,21.14,247,1.261,0,1,0,0,0,0,0,0,0,21.72,82.2,81.6,82.2,1008,19.97,6.61,0,0,-2.18,2.071,-55.31,0.581,21.16,294.3,-4.251,-55.89,-0.955,-57.49,2.652,-60.14,370.1,426,0,7.13,134,134,22.6,255,0
"2023-07-15 00:48:00",399,12.83,21.07,240,1.05,0,1,0,0,0,0,0,0,0,21.62,83.2,82.2,83.2,1007.933,19.9,6.61,0,0,-2.486,1.671,-52.44,0.552,21.1,294.2,-4.157,-52.99,-0.674,-54.93,2.223,-57.15,372.6,425.6,0,7.13,134,134,22.4,255,0
"2023-07-15 00:54:00",400,12.83,21.01,262,1.002,0,1,0,0,0,0,0,0,0,21.54,84.1,83.2,84.1,1007.825,19.83,6.61,0,0,-1.128,1.705,-23.13,3.872,21.07,294.2,-2.832,-27,-2,-24.26,5.576,-29.84,401.8,428.8,0,7.13,134,134,22.4,255,0
"2023-07-15 01:00:00",401,12.84,20.98,243,1.082,0,1,0,0,0,0,0,0,0,21.54,84,83.9,84,1007.8,19.83,6.61,0,0,-1.298,1.592,-38.9,3.261,21.13,294.3,-2.889,-42.16,-1.423,-40.2,4.853,-45.05,386.4,428.5,0,7.13,134,134,22.5,255,0
"2023-07-15 01:06:00",402,12.84,20.97,264,1.265,0,1,0,0,0,0,0,0,0,21.54,84.3,84,84.3,1007.933,19.88,6.62,0,0,-1.404,1.503,-27.56,3.761,21.16,294.3,-2.908,-31.32,-1.169,-28.96,5.264,-34.23,397.8,429.2,0,7.13,134,134,22.4,255,0
"2023-07-15 01:12:00",403,12.84,20.97,255,1.359,0,1,0,0,0,0,0,0,0,21.57,84.4,84.2,84.3,1008,19.93,6.6,0,0,-0.347,1.445,-12.85,5.607,21.27,294.4,-1.792,-18.46,-4.309,-13.2,7.052,-20.25,413.2,431.6,0,7.13,134,134,22.3,255,0
"2023-07-15 01:18:00",404,12.84,21.01,264,1.247,0,1,0,0,0,0,0,0,0,21.63,84.3,84.1,84.1,1008,20.04,6.61,0,0,-0.364,1.238,-11.45,5.907,21.38,294.5,-1.602,-17.35,-3.413,-11.81,7.146,-18.96,415.2,432.6,0,7.13,134,134,22.2,255,0
"2023-07-15 01:24:00",405,12.83,21.07,244,1.168,0,1,0,0,0,0,0,0,0,21.7,84.1,83.7,83.8,1007.992,20.18,6.61,0,0,-0.427,1.16,-10.78,6.015,21.48,294.6,-1.587,-16.79,-2.733,-11.2,7.175,-18.38,416.5,433.3,0,7.13,134,134,22.2,255,0
"2023-07-15 01:30:00",406,12.84,21.15,235,1.121,0,1,0,0,0,0,0,0,0,21.74,83.8,83.6,83.7,1007.9,20.34,6.61,0,0,-0.526,1.004,-11.26,5.824,21.56,294.7,-1.53,-17.09,-1.917,-11.79,6.827,-18.62,416.4,433.5,0,7.13,134,134,22.3,255,0
"2023-07-15 01:36:00",407,12.83,21.23,227,0.981,0,1,0,0,0,0,0,0,0,21.77,83.7,83.4,83.5,1007.858,20.48,6.6,0,0,-1.185,0.927,-26.46,4.474,21.58,294.7,-2.112,-30.93,-0.872,-27.65,5.401,-33.05,401.4,432.3,0,7.13,134,134,22.2,255,0
"2023-07-15 01:42:00",408,12.83,21.3,244,1.185,0,1,0,0,0,0,0,0,0,21.76,83.5,83.1,83.1,1007.733,20.58,6.62,0,0,-1.695,0.952,-31.81,3.459,21.52,294.7,-2.647,-35.27,-0.563,-33.5,4.412,-37.91,395.7,431,0,7.13,134,134,22.3,255,0
"2023-07-15 01:48:00",409,12.83,21.34,259,1.188,0,1,0,0,0,0,0,0,0,21.72,83.2,83.1,83.2,1007.7,20.61,6.62,0,0,-1.802,1.045,-34.37,3.211,21.45,294.6,-2.847,-37.58,-0.58,-36.17,4.256,-40.43,392.7,430.3,0,7.13,134,134,22.3,255,0
"2023-07-15 01:54:00",410,12.83,21.36,165,1.662,0,1,0,0,0,0,0,0,0,21.67,83.5,83.2,83.5,1007.7,20.59,6.61,0,0,-1.708,1.063,-34.23,3.134,21.4,294.5,-2.771,-37.36,-0.622,-35.93,4.197,-40.13,392.5,429.9,0,7.13,133.9,133.9,22.3,255,0
"2023-07-15 02:00:00",411,12.83,21.36,257,1.662,0,1,0,0,0,0,0,0,0,21.61,83.8,83.5,83.7,1007.833,20.55,6.61,0,0,-1.749,1.02,-33.92,3.15,21.34,294.5,-2.769,-37.07,-0.584,-35.67,4.169,-39.84,392.5,429.6,0,7.13,133.9,133.9,22.2,255,0
"2023-07-15 02:06:00",412,12.82,21.35,240,1.331,0,1,0,0,0,0,0,0,0,21.55,84.1,83.8,84.1,1007.783,20.51,6.61,0,0,-1.59,0.969,-29.94,3.515,21.29,294.4,-2.559,-33.45,-0.611,-31.52,4.484,-36.01,396.2,429.7,0,7.13,133.9,133.9,22.3,255,0
"2023-07-15 02:12:00",413,12.83,21.33,232,1.279,0,1,0,0,0,0,0,0,0,21.47,84.6,84.2,84.6,1007.608,20.46,6.62,0,0,-1.99,1.006,-40.42,2.764,21.21,294.4,-2.996,-43.18,-0.51,-42.41,3.77,-46.18,385.3,428.4,0,7.13,133.9,133.9,22.2,255,0
"2023-07-15 02:18:00",414,12.83,21.3,249,1.097,0,1,0,0,0,0,0,0,0,21.38,85,84.6,85,1007.675,20.41,6.61,0,0,-2.719,1.02,-53.61,1.187,21.07,294.2,-3.739,-54.8,-0.376,-56.33,2.206,-58.53,371.3,426.1,0,7.13,133.9,133.9,22.1,255,0
"2023-07-15 02:24:00",415,12.83,21.24,247,1.33,0,1,0,0,0,0,0,0,0,21.22,85.2,84.9,85.2,1007.7,20.29,6.61,0,0,-2.726,1.067,-52.77,1.12,20.91,294.1,-3.793,-53.89,-0.392,-55.49,2.187,-57.68,371.2,425.1,0,7.13,133.9,133.9,22,255,0
"2023-07-15 02:30:00",416,12.81,21.16,279,1.204,0,1,0,0,0,0,0,0,0,21.07,85.5,85.3,85.5,1007.608,20.14,6.61,0,0,-2.692,1.139,-51.5,1.282,20.76,293.9,-3.831,-52.78,-0.424,-54.19,2.42,-56.61,371.6,424.4,0,7.13,133.9,133.9,21.9,255,0
"2023-07-15 02:36:00",417,12.83,21.05,64,1.037,0,1,0,0,0,0,0,0,0,20.99,85.7,85.5,85.7,1007.625,19.98,6.61,0,0,-2.034,1.275,-36.22,2.772,20.65,293.8,-3.308,-38.99,-0.651,-38.25,4.046,-42.3,386.2,425.2,0,7.13,133.9,133.9,21.8,255,0
"2023-07-15 02:42:00",418,12.82,20.95,239,0.957,0,1,0,0,0,0,0,0,0,20.94,85.7,85.2,85.4,1007.742,19.86,6.61,0,0,-0.872,1.334,-16.53,5.331,20.65,293.8,-2.206,-21.86,-1.6,-17.41,6.665,-24.07,405.9,427.8,0,7.13,133.9,133.9,22,255,0
"2023-07-15 02:48:00",419,12.82,20.89,272,0.727,0,1,0,0,0,0,0,0,0,20.96,85.2,84.3,84.3,1007.733,19.82,6.61,0,0,-0.749,1.303,-17.32,5.608,20.7,293.9,-2.052,-22.93,-1.768,-18.07,6.911,-24.98,405.4,428.4,0,7.13,133.9,133.9,22,255,0
"2023-07-15 02:54:00",420,12.82,20.85,219,1.319,0,1,0,0,0,0,0,0,0,20.99,84.1,83.3,83.3,1007.675,19.83,6.61,0,0,-0.823,1.171,-17.89,5.429,20.74,293.9,-1.994,-23.32,-1.429,-18.71,6.6,-25.31,405.1,428.4,0,7.13,133.9,133.9,21.9,255,0
"2023-07-15 03:00:00",421,12.81,20.84,224,0.884,0,1,0,0,0,0,0,0,0,20.99,83.1,82.7,82.7,1007.7,19.87,6.62,0,0,-0.841,1.122,-17.51,5.38,20.78,293.9,-1.963,-22.89,-1.338,-18.35,6.502,-24.85,405.7,428.6,0,7.13,133.9,133.9,21.6,255,0
"2023-07-15 03:06:00",422,12.82,20.84,312,0.639,0,1,0,0,0,0,0,0,0,21.03,82.6,81.7,81.7,1007.7,19.91,6.62,0,0,-0.736,1.18,-14.38,5.852,20.81,294,-1.916,-20.23,-1.61,-15.12,7.032,-22.15,409,429.2,0,7.13,133.9,133.9,21.7,255,0
"2023-07-15 03:12:00",423,12.82,20.85,237,0.722,0,1,0,0,0,0,0,0,0,21.07,81.6,80.6,80.7,1007.7,19.95,6.62,0,0,-0.7,1.218,-14.89,5.802,20.85,294,-1.918,-20.69,-1.78,-15.59,7.02,-22.61,408.7,429.4,0,7.13,133.9,133.9,21.6,255,0
"2023-07-15 03:18:00",424,12.81,20.86,200,0.628,0,1,0,0,0,0,0,0,0,21.13,80.6,79.99,79.99,1007.683,19.99,6.62,0,0,-0.695,1.236,-14.32,5.976,20.89,294,-1.93,-20.3,-1.784,-15.01,7.212,-22.23,409.5,429.8,0,7.13,133.9,133.9,21.6,255,0
"2023-07-15 03:24:00",425,12.81,20.88,205,0.491,0,1,0,0,0,0,0,0,0,21.17,80.2,79.41,79.5,1007.6,20.04,6.61,0,0,-0.737,1.234,-14.35,6.042,20.92,294.1,-1.971,-20.39,-1.68,-15.08,7.277,-22.36,409.7,430,0,7.13,133.9,133.9,21.8,255,0
"2023-07-15 03:30:00",426,12.81,20.9,153,0.456,0,1,0,0,0,0,0,0,0,21.17,79.86,79.08,79.08,1007.6,20.08,6.62,0,0,-0.843,1.244,-14.41,6.106,20.94,294.1,-2.087,-20.52,-1.478,-15.25,7.35,-22.6,409.7,430.2,0,7.13,133.9,133.9,21.8,255,0
"2023-07-15 03:36:00",427,12.81,20.92,25,0.427,0,1,0,0,0,0,0,0,0,21.17,79.38,78.95,79.11,1007.6,20.11,6.61,0,0,-0.804,1.215,-14.39,6.028,20.95,294.1,-2.02,-20.42,-1.513,-15.2,7.243,-22.44,409.8,430.2,0,7.13,133.9,133.9,21.7,255,0
"2023-07-15 03:42:00",428,12.8,20.94,44,0.455,0,1,0,0,0,0,0,0,0,21.22,79.4,78.89,79.12,1007.6,20.14,6.62,0,0,-0.81,1.226,-13.64,6.266,20.96,294.1,-2.036,-19.91,-1.515,-14.45,7.492,-21.94,410.6,430.5,0,7.13,133.9,133.9,21.9,255,0
"2023-07-15 03:48:00",429,12.81,20.96,40,0.367,0,1,0,0,0,0,0,0,0,21.22,78.85,78.2,78.33,1007.6,20.16,6.62,0,0,-0.818,1.234,-13.68,6.231,20.97,294.1,-2.052,-19.91,-1.511,-14.5,7.466,-21.96,410.6,430.5,0,7.13,133.9,133.9,21.9,255,0
"2023-07-15 03:54:00",430,12.81,20.97,273,0.266,0,1,0,0,0,0,0,0,0,21.22,78.3,77.62,78.3,1007.6,20.18,6.62,0,0,-0.832,1.236,-13.48,6.249,20.97,294.1,-2.068,-19.73,-1.487,-14.31,7.485,-21.8,410.9,430.6,0,7.13,133.9,133.9,21.9,255,0
"2023-07-15 04:00:00",431,12.8,20.99,319,0.164,0,1,0,0,0,0,0,0,0,21.22,78.27,77.62,77.69,1007.6,20.2,6.62,0,0,-0.764,1.258,-13.36,6.393,20.98,294.1,-2.022,-19.76,-1.657,-14.13,7.651,-21.78,411,430.7,0,7.13,133.9,133.9,21.7,255,0
"2023-07-15 04:06:00",432,12.8,21,5,0.37,0,1,0,0,0,0,0,0,0,21.24,78.17,77.46,77.46,1007.6,20.21,6.62,0,0,-0.705,1.326,-13.5,6.432,20.98,294.1,-2.031,-19.93,-1.884,-14.2,7.758,-21.96,410.9,430.8,0,7.13,133.9,133.9,21.8,255,0
"2023-07-15 04:12:00",433,12.79,21.02,234,0.275,0,1,0,0,0,0,0,0,0,21.27,77.86,77.33,77.86,1007.6,20.23,6.62,0,0,-0.617,1.344,-13.19,6.448,21,294.1,-1.961,-19.64,-2.189,-13.81,7.791,-21.6,411.3,430.9,0,7.13,133.9,133.9,21.9,255,0
"2023-07-15 04:18:00",434,12.8,21.03,249,1.093,0,1,0,0,0,0,0,0,0,21.29,77.78,77,77.03,1007.667,20.24,6.62,0,0,-0.425,1.303,-13.43,6.033,21.04,294.2,-1.728,-19.47,-3.185,-13.86,7.336,-21.19,411.3,430.7,0,7.13,133.9,133.9,21.8,255,0
"2023-07-15 04:24:00",435,12.79,21.05,205,0.717,0,1,0,0,0,0,0,0,0,21.31,77.2,76.18,76.18,1007.7,20.27,6.62,0,0,-0.315,1.198,-13.87,5.8,21.08,294.2,-1.512,-19.67,-3.889,-14.18,6.998,-21.18,411.1,430.8,0,7.13,133.9,133.9,21.8,255,0
"2023-07-15 04:30:00",436,12.78,21.07,214,0.511,0,1,0,0,0,0,0,0,0,21.31,76.22,75.4,75.76,1007.7,20.29,6.62,0,0,0.054,1.28,-14.53,5.823,21.09,294.2,-1.226,-20.35,-14.12,-14.48,7.104,-21.58,410.5,430.8,0,7.13,133.9,133.9,21.9,255,0
"2023-07-15 04:36:00",437,12.78,21.08,255,0.498,0,1,0,0,0,0,0,0,0,21.31,76.03,74.75,75.95,1007.7,20.3,6.62,0,0,0.543,1.397,-14.47,5.838,21.1,294.3,-0.853,-20.31,2.69,-13.93,7.235,-21.16,410.6,430.9,0,7.13,133.9,133.9,21.7,255,0
"2023-07-15 04:42:00",438,12.79,21.09,235,0.552,0,1,0,0,0,0,0,0,0,21.31,76.11,74.83,74.83,1007.7,20.32,6.62,0,0,1.113,1.52,-14.24,5.937,21.11,294.3,-0.407,-20.17,1.425,-13.12,7.458,-20.58,410.9,431,0,7.13,133.9,133.9,21.7,255,0
"2023-07-15 04:48:00",439,12.79,21.1,188,0.595,0,1,0,0,0,0,0,0,0,21.36,74.83,74.06,74.13,1007.8,20.32,6.61,0,0,2.463,1.923,-13.99,5.945,21.13,294.3,0.54,-19.93,0.823,-11.53,7.868,-19.39,411.2,431.2,0,7.13,133.9,133.9,21.9,255,0
"2023-07-15 04:54:00",440,12.79,21.12,256,0.776,0,1,0,0,0,0,0,0,0,21.43,74.23,73.35,73.35,1007.8,20.34,6.62,0,0,5.158,2.834,-14.42,5.915,21.19,294.3,2.324,-20.34,0.554,-9.27,8.75,-18.02,411.1,431.5,0,7.13,133.9,133.9,21.8,255,0
"2023-07-15 05:00:00",441,12.79,21.14,244,0.569,0,1,0,0,0,0,0,0,0,21.48,73.49,72.9,73.49,1007.8,20.37,6.61,0,0,6.896,3.18,-14.95,6.054,21.24,294.4,3.717,-21,0.461,-8.05,9.23,-17.28,410.9,431.9,0,7.13,133.9,133.9,22,255,0
"2023-07-15 05:06:00",442,12.78,21.16,122,0.566,0,1,0,0,0,0,0,0,0,21.52,73.66,73.33,73.33,1007.8,20.4,6.61,0,0,8.13,3.394,-15.22,6.11,21.29,294.4,4.739,-21.33,0.419,-7.087,9.5,-16.59,410.9,432.2,0,7.13,133.9,133.9,22,255,0
"2023-07-15 05:12:00",443,12.8,21.19,237,0.422,0,1,0,0,0,0,0,0,0,21.54,74.43,73.33,74.37,1007.8,20.44,6.62,0,0,11.36,4.079,-16.07,6.046,21.33,294.5,7.276,-22.12,0.362,-4.718,10.13,-14.84,410.3,432.4,0,7.13,133.9,133.9,22,255,0
